year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mark,model
2018,700000,35.278,Diesel,Dealer,Manual,First Owner,23.0,1499,98.97,215nm @ 1750-2500 ,5,Ford,Freestyle
2018,795000,2.86,Diesel,Dealer,Manual,First Owner,23.0,1499,98.97,215nm @ 1750-2500 ,5,Ford,Freestyle
2010,515000,200.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2018,450000,20.0,Petrol,Individual,Manual,First Owner,18.1,1198,82.0,115  @ 3500-3600 ,6,Mahindra,KUV
2008,155000,60.0,Petrol,Individual,Manual,Third Owner,15.0,1086,66.6,"10.4 @ 3,200 @  )",5,Hyundai,Getz
2011,350000,100.0,Diesel,Individual,Manual,Second Owner,23.5,1364,67.1,170  @ 1800-2400 ,5,Toyota,Etios
2011,250000,78.562,Diesel,Dealer,Manual,First Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2011,450000,96.0,Diesel,Individual,Manual,Fourth & Above Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2003,55599,36.088,Petrol,Individual,Manual,First Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2014,420000,50.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2018,750000,40.0,Diesel,Individual,Manual,First Owner,25.0,1248,88.5,200  @ 1750 ,5,Maruti,S-Cross
2020,450000,10.0,Petrol,Individual,Manual,First Owner,19.0,1198,67.05,104  @ 4000 ,5,Datsun,GO
2008,175000,60.0,Diesel,Individual,Manual,Second Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2019,650000,10.0,Petrol,Individual,Manual,First Owner,17.1,1197,81.86,114.73  @ 4000 ,5,Hyundai,i20
2018,1050000,10.0,Diesel,Individual,Manual,First Owner,25.4,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2011,375000,35.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2014,1100000,80.0,Diesel,Individual,Manual,First Owner,14.7,2199,194.3,420.7  @ 1800-2500 ,7,Hyundai,Santa
2019,1550000,28.0,Diesel,Individual,Manual,First Owner,15.0,2179,152.87,360  @ 1750-2800 ,7,Mahindra,XUV500
2017,620000,35.0,Diesel,Individual,Manual,First Owner,24.2,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2019,320000,10.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2019,1650000,25.0,Diesel,Individual,Automatic,Second Owner,15.0,2179,152.87,360  @ 1750-2800 ,7,Mahindra,XUV500
2016,320000,50.0,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2012,400000,129.0,Diesel,Individual,Manual,First Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2015,900000,100.0,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2018,595000,28.0,Petrol,Individual,Manual,Second Owner,17.0,1198,108.5,170  @ 1750-4000 ,5,Tata,Nexon
2013,350000,70.0,Petrol,Individual,Manual,First Owner,13.8,1598,86.0,128  @ 3100 ,5,Mahindra,Verito
2019,420000,10.0,Petrol,Individual,Manual,First Owner,15.3,1196,73.0,101  @ 3000 ,5,Maruti,Eeco
2008,250000,110.0,Diesel,Individual,Manual,Second Owner,18.0,1493,110.0,"24 @ 1,900-2,750 @  )",5,Hyundai,Verna
2007,250000,100.0,Diesel,Individual,Manual,Second Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2016,525000,60.0,Petrol,Individual,Automatic,First Owner,16.0,1197,82.0,114  @ 4000 ,5,Hyundai,Xcent
2008,250000,110.0,Diesel,Individual,Manual,Third Owner,10.0,2609,120.0,290  @ 1800-2800 ,7,Mahindra,Scorpio
2017,430000,10.0,Petrol,Individual,Manual,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2017,630000,35.0,Petrol,Individual,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2018,550000,23.0,Petrol,Individual,Manual,First Owner,20.0,1199,84.0,114  @ 3500 ,5,Tata,Tigor
2018,850000,20.0,Diesel,Individual,Manual,First Owner,18.4,2179,120.0,280  @ 1800-2800 ,9,Mahindra,TUV
2011,455000,90.0,Diesel,Individual,Manual,First Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2011,445000,90.0,Diesel,Individual,Manual,First Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2013,370000,80.0,Diesel,Individual,Manual,First Owner,21.0,1396,88.76,219.6  @ 1750-2750 ,5,Hyundai,i20
2016,500000,50.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2017,300000,30.0,Petrol,Individual,Manual,First Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2011,229999,500.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2017,880000,46.0,Diesel,Individual,Manual,First Owner,15.0,2179,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2015,720000,80.0,Diesel,Individual,Manual,First Owner,15.0,2523,75.0,200  @ 1400-2200 ,9,Mahindra,Scorpio
2016,550000,90.0,Diesel,Individual,Manual,Second Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2015,720000,90.0,Diesel,Individual,Manual,First Owner,15.0,2523,75.0,200  @ 1400-2200 ,9,Mahindra,Scorpio
2015,500000,90.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2014,525000,110.0,Diesel,Individual,Manual,Second Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2019,220000,90.0,Petrol,Individual,Manual,First Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2016,530000,60.0,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,TUV
2013,215000,35.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2012,335000,100.0,Diesel,Individual,Manual,First Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2015,320000,90.0,Diesel,Individual,Manual,Second Owner,24.0,1120,71.0,180.4  @ 1750-2500 ,5,Hyundai,Xcent
2011,135000,120.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2014,565000,56.0,Petrol,Individual,Manual,Second Owner,17.0,1497,117.3,145  @ 4600 ,5,Honda,City
2017,575000,50.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2014,170000,70.0,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2014,250999,30.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2014,650000,60.0,Petrol,Individual,Manual,First Owner,17.0,1497,117.3,145  @ 4600 ,5,Honda,City
2013,550000,133.0,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,320  @ 1700-2700 ,7,Tata,Safari
2010,650000,160.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2013,800000,150.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2020,250999,30.0,Petrol,Individual,Manual,First Owner,22.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2013,170000,60.0,Petrol,Individual,Manual,Second Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2013,250000,30.0,Diesel,Individual,Manual,First Owner,19.0,1396,69.0,135  @ 2500 ,5,Tata,Indigo
2014,312000,80.0,Petrol,Individual,Manual,First Owner,13.0,1399,98.82,131  @ 4400 ,7,Chevrolet,Enjoy
2014,250000,20.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2013,200000,80.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2016,670000,73.0,Diesel,Individual,Manual,First Owner,15.0,2523,75.0,200  @ 1400-2200 ,7,Mahindra,Scorpio
2017,270000,50.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2012,360000,200.0,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2018,400000,50.0,Diesel,Individual,Manual,First Owner,23.0,909,45.0,98  @ 1600-3000 ,8,Mahindra,Supro
2019,1000000,15.0,Petrol,Individual,Manual,First Owner,19.0,1462,103.2,138nm @ 4400 ,6,Maruti,XL6
2017,650000,44.0,Diesel,Dealer,Manual,First Owner,23.6,1248,88.5,200  @ 1750 ,5,Maruti,SX4
2012,280000,70.0,Petrol,Individual,Manual,Second Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2013,350000,90.0,Petrol,Individual,Manual,First Owner,14.0,1596,99.6,146  @ 3400 ,5,Ford,Classic
2017,1150000,42.0,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2017,810000,80.0,Petrol,Individual,Manual,First Owner,20.7,1373,91.1,130  @ 4000 ,5,Maruti,Ciaz
2012,180000,60.0,Petrol,Individual,Manual,First Owner,18.0,1199,79.4,108  @ 4400 ,5,Chevrolet,Beat
2017,66000,70.0,Petrol,Individual,Manual,Third Owner,23.0,624,37.48,51  @ 4000 ,4,Tata,Nano
2015,369000,20.0,Petrol,Individual,Manual,Second Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2012,300000,80.0,Diesel,Individual,Manual,Second Owner,13.9,2179,138.1,320  @ 1700-2700 ,7,Tata,New
2008,350000,90.0,Diesel,Individual,Manual,First Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2005,160000,220.0,Diesel,Individual,Manual,First Owner,14.0,2499,80.0,"19 @ 1,800 @  )",10,Chevrolet,Tavera
2009,221000,100.0,Diesel,Individual,Manual,Second Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2004,250000,120.0,Petrol,Individual,Manual,Second Owner,13.0,2362,164.7,224  @ 4000 ,5,Toyota,Camry
2012,190000,110.0,Petrol,Individual,Manual,First Owner,15.3,1196,73.0,101  @ 3000 ,5,Maruti,Eeco
2017,300000,60.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2016,650000,50.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2018,635000,40.0,Petrol,Individual,Manual,First Owner,17.0,1198,86.7,109  @ 4500 ,5,Honda,Amaze
2013,520000,88.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2020,1500000,50.0,Diesel,Individual,Manual,First Owner,16.3,2179,140.0,320  @ 1500-2800 ,7,Mahindra,Scorpio
2017,484999,26.0,Petrol,Individual,Manual,Second Owner,21.2,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2007,120000,80.0,Petrol,Individual,Manual,Second Owner,16.0,1388,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2014,220000,60.0,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2014,320000,80.0,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,111.7  @ 4000 ,5,Hyundai,i10
2011,375000,90.0,Diesel,Individual,Manual,Second Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,440000,80.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2019,550000,15.0,Petrol,Individual,Automatic,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2017,640000,35.0,Diesel,Individual,Manual,Second Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,420000,120.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2016,330000,63.0,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,160  @ 1500-2750 ,5,Hyundai,Grand
2019,800000,25.0,Diesel,Individual,Manual,First Owner,21.6,1498,108.62,250  @ 1500-3000 ,5,Volkswagen,Ameo
2011,240000,64.5,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2016,360000,100.0,Diesel,Individual,Manual,Second Owner,25.3,1198,77.0,190  @ 1750-2250 ,6,Mahindra,KUV
2017,750000,40.0,Diesel,Individual,Manual,First Owner,23.0,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Verna
2017,570000,15.0,Petrol,Individual,Manual,Second Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2015,450000,25.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2015,240000,80.0,Petrol,Individual,Manual,Second Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2011,149000,148.0,Diesel,Individual,Manual,Second Owner,21.1,1248,88.8,200  @ 1750-3000 ,5,Tata,Manza
2018,1500000,40.0,Diesel,Individual,Manual,First Owner,16.3,2179,140.0,320  @ 1500-2800 ,7,Mahindra,Scorpio
2012,185000,70.0,Other,Individual,Manual,Second Owner,18.83,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2008,65000,40.0,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2010,130000,120.0,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,"13.5 @ 2,500 @  )",5,Tata,Indigo
2012,330000,60.0,Diesel,Individual,Manual,First Owner,17.0,1399,67.0,160  @ 2000 ,5,Ford,Fiesta
2011,190000,90.0,Diesel,Dealer,Manual,First Owner,18.0,1248,90.0,200  @ 1750-3000 ,5,Tata,Manza
2014,501000,68.0,Diesel,Dealer,Manual,First Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,570000,77.0,Diesel,Dealer,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2015,450000,85.0,Diesel,Dealer,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2011,285000,45.5,Petrol,Dealer,Manual,First Owner,16.7,1496,88.73,132  @ 3000 ,5,Toyota,Etios
2014,490000,67.0,Diesel,Dealer,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,500000,77.0,Diesel,Dealer,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2016,275000,47.0,Petrol,Dealer,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2017,440000,57.0,Petrol,Dealer,Manual,First Owner,23.8,1199,84.48,113  @ 3300 ,5,Tata,Tiago
2018,825000,71.5,Diesel,Dealer,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2012,411000,110.0,Diesel,Dealer,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2013,470000,82.0,Diesel,Dealer,Manual,Second Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2013,445000,70.0,Diesel,Dealer,Manual,Second Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2017,752000,28.0,Diesel,Dealer,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2016,650000,125.0,Diesel,Dealer,Manual,Second Owner,21.1,1498,103.52,250  @ 1500-2500 ,5,Skoda,Rapid
2013,450000,67.0,Diesel,Dealer,Manual,Second Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,511000,8.5,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2016,700000,80.0,Diesel,Dealer,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2007,142000,97.0,Petrol,Individual,Manual,First Owner,16.0,1388,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2012,725000,90.0,Diesel,Individual,Manual,First Owner,13.9,2179,138.0,320  @ 1700-2700 ,7,Tata,New
2015,480000,50.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2016,330000,30.0,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2017,500000,20.0,Petrol,Individual,Manual,First Owner,11.9,1298,80.0,103  @ 4500 ,8,Maruti,Gypsy
2012,300000,60.3,Diesel,Individual,Manual,First Owner,22.0,1199,73.9,180  @ 2000 ,5,Volkswagen,Polo
2015,400000,35.0,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,200  @ 1750-3000 ,5,Tata,Zest
2011,320000,80.0,Diesel,Individual,Manual,First Owner,13.9,2179,138.03,320  @ 1700-2700 ,7,Tata,Safari
2008,180000,44.391,Petrol,Individual,Manual,Second Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2016,530000,58.0,Diesel,Individual,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2017,780000,66.0,Diesel,Individual,Manual,Second Owner,24.5,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2013,175000,56.315,Diesel,Individual,Manual,First Owner,25.4,936,57.6,150  @ 1750 ,5,Chevrolet,Beat
2017,735000,70.0,Diesel,Individual,Manual,First Owner,16.0,1493,70.0,195  @ 1400-2200 ,7,Mahindra,Bolero
2013,325000,120.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.06,170  @ 1800-2400 ,5,Toyota,Etios
2006,225000,100.0,Diesel,Individual,Manual,First Owner,14.0,2499,80.0,"19 @ 1,800 @  )",10,Chevrolet,Tavera
2006,110000,120.0,Other,Individual,Manual,Third Owner,24.22,1061,57.5,"7.8 @ 4,500 @  )",5,Maruti,Wagon
2007,85000,160.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Zen
2006,150000,100.0,Petrol,Individual,Manual,Fourth & Above Owner,13.0,1794,125.0,"16.1 @ 4,200 @  )",5,Toyota,Corolla
2009,225000,120.0,Diesel,Individual,Manual,Third Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2010,111000,100.0,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,190  @ 1750 ,5,Tata,Indica
2007,150000,70.0,Petrol,Individual,Manual,Third Owner,18.0,1061,67.0,84  @ 3500 ,5,Maruti,Wagon
2017,300000,15.151,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2015,630000,60.0,Diesel,Individual,Manual,First Owner,15.0,1997,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2011,206000,100.0,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2006,70000,110.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2019,567000,7.0,Petrol,Individual,Automatic,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2013,500000,70.0,Petrol,Individual,Manual,Second Owner,15.8,1499,110.4,140  @ 4400 ,5,Ford,EcoSport
2015,400000,128.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2012,850000,120.0,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2014,570000,15.0,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2016,690000,80.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2006,180000,114.321,Diesel,Individual,Manual,Second Owner,17.0,1399,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2013,200000,120.0,Diesel,Individual,Manual,First Owner,19.0,1405,70.0,135.4  @ 2500 ,5,Tata,Indica
2012,575000,120.0,Diesel,Individual,Manual,Second Owner,12.0,2179,120.0,290  @ 1800-2800 ,8,Mahindra,Scorpio
2014,415000,146.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.06,170  @ 1800-2400 ,5,Toyota,Etios
2017,350000,20.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2017,632000,150.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.05,170  @ 1800-2400 ,5,Toyota,Platinum
2013,511000,90.0,Petrol,Individual,Manual,Second Owner,16.0,1797,147.5,177.5  @ 4700 ,5,Hyundai,Elantra
2010,300000,100.0,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,146 @ 4800  ,5,Honda,City
2005,70000,188.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2008,180000,100.0,Petrol,Individual,Manual,Third Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2017,730000,37.333,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2014,450000,15.0,Diesel,Individual,Manual,Second Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2012,550000,330.0,Petrol,Individual,Manual,Second Owner,13.4,2359,198.25,250  @ 4250 ,5,Hyundai,Sonata
2017,420000,60.0,Other,Individual,Manual,First Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2016,509999,80.0,Diesel,Individual,Manual,Second Owner,23.5,1364,67.05,170  @ 1800-2400 ,5,Toyota,Etios
2015,905000,110.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2015,300000,80.0,Petrol,Individual,Manual,Second Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Ritz
2010,225000,120.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2015,860000,90.0,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,200  @ 1400-3400 ,8,Toyota,Innova
2012,400000,100.0,Diesel,Individual,Manual,Second Owner,20.4,1461,83.8,200  @ 1900 ,5,Renault,Duster
2013,350000,140.0,Diesel,Individual,Manual,Third Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2010,75000,120.0,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3  @ 4200 ,5,Chevrolet,Spark
2019,860000,35.0,Diesel,Individual,Automatic,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2014,250000,50.0,Petrol,Individual,Manual,Second Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2017,700000,82.0,Diesel,Individual,Manual,First Owner,24.0,1396,88.7,219.7  @ 1750-2750 ,5,Hyundai,Verna
2016,320000,90.0,Petrol,Individual,Manual,First Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Ritz
2014,1100000,79.0,Diesel,Individual,Manual,Second Owner,20.0,1968,141.0,320  @ 1750-3000 ,5,Skoda,Octavia
2010,750000,250.0,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2018,530000,20.0,Diesel,Individual,Manual,First Owner,15.9,2523,63.0,180  @ 1440-1500 ,9,Mahindra,Bolero
2017,750000,53.0,Diesel,Individual,Manual,First Owner,28.0,1248,88.5,200  @ 1750 ,5,Maruti,Ciaz
2017,560000,21.5,Petrol,Individual,Automatic,First Owner,19.3,1198,76.0,104  @ 4400 ,5,Nissan,Micra
2017,450000,89.0,Diesel,Individual,Manual,First Owner,27.2,1047,69.0,140  @ 1800-3000 ,5,Tata,Tiago
2013,459999,35.0,Petrol,Individual,Manual,Second Owner,19.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2013,235000,43.0,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,90  @ 3500 ,5,Maruti,Zen
2009,180000,80.0,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2007,140000,80.0,Petrol,Individual,Manual,Second Owner,17.0,1086,63.0,"9.8 @ 3,000 @  )",5,Hyundai,Santro
2012,190000,100.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2018,380000,25.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2019,1145000,20.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205  @ 1750-3250 ,5,Ford,EcoSport
2017,540000,70.0,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190  @ 1750-3000 ,5,Tata,Zest
2011,800000,197.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2009,135000,50.0,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2010,525000,120.0,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2016,411000,25.0,Petrol,Individual,Manual,Second Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2010,150000,155.0,Petrol,Individual,Manual,Third Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2015,575000,50.0,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110  @ 4800 ,5,Honda,Jazz
2017,595000,30.03,Petrol,Dealer,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2017,525000,29.029,Petrol,Dealer,Manual,First Owner,19.0,1197,82.0,114  @ 4000 ,5,Hyundai,Xcent
2012,415000,82.082,Diesel,Dealer,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2016,925000,48.0,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2016,750000,20.0,Petrol,Individual,Manual,First Owner,17.0,1373,91.1,130  @ 4000 ,7,Maruti,Ertiga
2015,260000,35.0,Petrol,Individual,Manual,Third Owner,19.4,1198,67.0,104  @ 4000 ,7,Datsun,GO
2017,260000,67.0,Other,Individual,Manual,First Owner,46.82,796,40.3,60  @ 3500 ,4,Maruti,Alto
2011,347000,80.6,Diesel,Individual,Manual,First Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2013,195000,58.609,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2016,265000,33.003,Petrol,Individual,Manual,First Owner,15.0,1172,67.0,96  @ 2500 ,5,Fiat,Punto
2016,320000,43.0,Other,Individual,Manual,Second Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2016,590000,16.5,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
